CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
514,IPC,506,1,1
515,NDPS,22,1,1
516,PREVENTION_CORRUPTION,7,1,1
517,IPC,304,1,1
517,IPC,325,2,2
517,IPC,307,3,3
518,IPC,354,1,1
518,IPC,498A,2,2
518,IPC,363,3,3
519,PREVENTION_CORRUPTION,13,1,1
520,IPC,376,1,1
520,IPC,363,2,2
521,IT_ACT,66,1,1
522,BNS,109,1,1
523,GAMBLING,4,1,1
523,ARMS,27,2,2
524,PREVENTION_CORRUPTION,7,1,1
524,PREVENTION_CORRUPTION,13,2,2
525,IPC,354,1,1
525,DV,12,2,2
526,IPC,406,1,1
526,IPC,420,2,2
526,IPC,392,3,3
527,NDPS,22,1,1
528,POCSO,12,1,1
528,POCSO,4,2,2
529,IPC,302,1,1
529,IPC,325,2,2
529,BNS,109,3,3
530,PREVENTION_CORRUPTION,7,1,1
531,GAMBLING,4,1,1
531,IPC,506,2,2
532,IPC,498A,1,1
532,DV,12,2,2
532,IPC,376,3,3
533,MV,184,1,1
533,MV,185,2,2
533,MV,196,3,3
534,PREVENTION_CORRUPTION,7,1,1
534,PREVENTION_CORRUPTION,13,2,2
535,IPC,420,1,1
535,IPC,392,2,2
536,BNS,109,1,1
536,IPC,302,2,2
536,IPC,324,3,3
537,ARMS,27,1,1
537,ARMS,25,2,2
537,GAMBLING,4,3,3
538,ARMS,27,1,1
538,ARMS,25,2,2
539,IPC,395,1,1
539,BNS,309,2,2
540,IPC,302,1,1
541,POCSO,4,1,1
541,POCSO,6,2,2
542,IPC,304,1,1
543,ARMS,25,1,1
543,ARMS,27,2,2
544,PREVENTION_CORRUPTION,13,1,1
544,PREVENTION_CORRUPTION,7,2,2
545,BNS,109,1,1
545,IPC,324,2,2
546,BNS,109,1,1
546,IPC,324,2,2
547,IT_ACT,66C,1,1
548,POCSO,8,1,1
549,EXCISE,32,1,1
549,NDPS,21,2,2
549,NDPS,8,3,3
550,IPC,376,1,1
550,IPC,498A,2,2
551,BNS,103,1,1
552,IPC,420,1,1
552,IPC,406,2,2
552,PREVENTION_CORRUPTION,7,3,3
553,IT_ACT,66C,1,1
553,IT_ACT,67,2,2
554,IPC,406,1,1
554,IPC,420,2,2
554,PREVENTION_CORRUPTION,7,3,3
555,POCSO,6,1,1
556,IPC,354,1,1
557,IT_ACT,66,1,1
557,IT_ACT,67,2,2
558,POCSO,4,1,1
559,NDPS,21,1,1
560,PREVENTION_CORRUPTION,13,1,1
560,PREVENTION_CORRUPTION,7,2,2
561,IPC,363,1,1
561,DV,12,2,2
561,IPC,376,3,3
562,IPC,376,1,1
562,IPC,363,2,2
563,BNS,303,1,1
564,IPC,380,1,1
564,IPC,420,2,2
564,IPC,395,3,3
565,IPC,302,1,1
565,IPC,304,2,2
565,IPC,324,3,3
566,IPC,307,1,1
566,IPC,302,2,2
567,BNS,109,1,1
567,IPC,302,2,2
568,PREVENTION_CORRUPTION,13,1,1
568,PREVENTION_CORRUPTION,7,2,2
569,GAMBLING,4,1,1
569,ARMS,27,2,2
569,ARMS,25,3,3
570,PREVENTION_CORRUPTION,13,1,1
570,PREVENTION_CORRUPTION,7,2,2
571,IPC,420,1,1
571,IPC,392,2,2
571,BNS,309,3,3
572,IPC,380,1,1
572,IPC,392,2,2
572,BNS,303,3,3
573,IPC,420,1,1
574,NDPS,8,1,1
575,MV,196,1,1
575,MV,185,2,2
575,MV,184,3,3
576,POCSO,8,1,1
577,BNS,109,1,1
578,IPC,302,1,1
578,IPC,304,2,2
578,BNS,103,3,3
579,IPC,498A,1,1
579,IPC,354,2,2
579,IPC,363,3,3
580,MV,196,1,1
580,MV,185,2,2
580,MV,177,3,3
581,IPC,406,1,1
582,MV,196,1,1
582,MV,177,2,2
582,MV,185,3,3
583,NDPS,27A,1,1
583,NDPS,21,2,2
584,IPC,304,1,1
584,IPC,302,2,2
584,BNS,109,3,3
585,GAMBLING,4,1,1
585,ARMS,25,2,2
585,ARMS,27,3,3
586,PREVENTION_CORRUPTION,7,1,1
587,POCSO,4,1,1
587,POCSO,12,2,2
587,POCSO,6,3,3
588,IPC,376,1,1
588,IPC,498A,2,2
589,IPC,304,1,1
589,BNS,109,2,2
589,IPC,302,3,3
590,PREVENTION_CORRUPTION,13,1,1
590,PREVENTION_CORRUPTION,7,2,2
591,PREVENTION_CORRUPTION,7,1,1
592,IPC,376,1,1
592,IPC,363,2,2
592,DV,12,3,3
593,NDPS,21,1,1
594,PREVENTION_CORRUPTION,13,1,1
594,PREVENTION_CORRUPTION,7,2,2
595,ARMS,27,1,1
595,GAMBLING,4,2,2
596,MV,196,1,1
597,IPC,363,1,1
598,IT_ACT,66,1,1
598,IT_ACT,67,2,2
598,IT_ACT,66C,3,3
599,POCSO,6,1,1
599,IPC,363,2,2
600,NDPS,8,1,1
601,IPC,354,1,1
601,IPC,363,2,2
601,IPC,498A,3,3
602,MV,184,1,1
602,MV,177,2,2
603,IPC,325,1,1
604,IPC,325,1,1
604,IPC,324,2,2
605,PREVENTION_CORRUPTION,7,1,1
605,PREVENTION_CORRUPTION,13,2,2
606,PREVENTION_CORRUPTION,13,1,1
606,PREVENTION_CORRUPTION,7,2,2
607,IPC,498A,1,1
608,IT_ACT,66C,1,1
608,IT_ACT,66,2,2
609,PREVENTION_CORRUPTION,7,1,1
609,PREVENTION_CORRUPTION,13,2,2
610,IT_ACT,66,1,1
610,IT_ACT,67,2,2
610,IT_ACT,66C,3,3
611,PREVENTION_CORRUPTION,13,1,1
612,IPC,363,1,1
613,IPC,304,1,1
613,IPC,302,2,2
613,BNS,109,3,3
614,NDPS,22,1,1
614,NDPS,20,2,2
615,NDPS,27A,1,1
615,EXCISE,32,2,2
615,NDPS,8,3,3
616,MV,177,1,1
617,PREVENTION_CORRUPTION,7,1,1
618,IPC,325,1,1
618,IPC,304,2,2
619,POCSO,4,1,1
619,POCSO,6,2,2
620,IT_ACT,67,1,1
620,IT_ACT,66,2,2
621,IPC,324,1,1
621,IPC,302,2,2
622,DV,12,1,1
622,IPC,363,2,2
622,IPC,354,3,3
623,IPC,395,1,1
624,NDPS,22,1,1
624,NDPS,8,2,2
625,PREVENTION_CORRUPTION,7,1,1
625,PREVENTION_CORRUPTION,13,2,2
626,BNS,103,1,1
626,IPC,307,2,2
627,NDPS,21,1,1
627,NDPS,27A,2,2
627,NDPS,20,3,3
628,PREVENTION_CORRUPTION,7,1,1
628,IPC,406,2,2
628,IPC,420,3,3
629,PREVENTION_CORRUPTION,7,1,1
629,PREVENTION_CORRUPTION,13,2,2
630,POCSO,8,1,1
631,NDPS,21,1,1
632,NDPS,21,1,1
633,IPC,420,1,1
633,IPC,406,2,2
633,PREVENTION_CORRUPTION,7,3,3
634,IPC,363,1,1
634,DV,12,2,2
634,IPC,354,3,3
635,MV,177,1,1
636,ARMS,27,1,1
636,GAMBLING,4,2,2
637,IPC,506,1,1
637,ARMS,25,2,2
637,ARMS,27,3,3
638,BNS,103,1,1
639,IT_ACT,66C,1,1
640,MV,185,1,1
641,IPC,354,1,1
641,IPC,498A,2,2
641,IPC,363,3,3
642,NDPS,22,1,1
643,IPC,420,1,1
644,MV,185,1,1
644,MV,184,2,2
644,MV,177,3,3
645,GAMBLING,4,1,1
645,IPC,506,2,2
646,PREVENTION_CORRUPTION,13,1,1
647,IT_ACT,66,1,1
648,NDPS,27A,1,1
649,MV,177,1,1
650,EXCISE,32,1,1
650,NDPS,22,2,2
651,BNS,103,1,1
651,IPC,307,2,2
651,IPC,324,3,3
652,IPC,363,1,1
653,MV,184,1,1
653,MV,185,2,2
653,MV,177,3,3
654,IPC,324,1,1
654,IPC,304,2,2
654,IPC,307,3,3
655,IPC,506,1,1
656,IPC,392,1,1
657,MV,177,1,1
657,MV,196,2,2
657,MV,185,3,3
658,IPC,498A,1,1
659,ARMS,27,1,1
659,GAMBLING,4,2,2
660,PREVENTION_CORRUPTION,13,1,1
660,PREVENTION_CORRUPTION,7,2,2
661,IPC,324,1,1
661,IPC,325,2,2
662,POCSO,8,1,1
662,POCSO,6,2,2
662,POCSO,4,3,3
663,IPC,354,1,1
663,IPC,376,2,2
664,POCSO,12,1,1
665,IPC,406,1,1
665,IPC,420,2,2
665,BNS,309,3,3
666,NDPS,27A,1,1
666,EXCISE,32,2,2
666,NDPS,21,3,3
667,IPC,307,1,1
667,IPC,325,2,2
667,BNS,109,3,3
668,IPC,354,1,1
668,IPC,363,2,2
668,IPC,376,3,3
669,PREVENTION_CORRUPTION,7,1,1
670,EXCISE,32,1,1
670,NDPS,8,2,2
670,NDPS,27A,3,3
671,IPC,354,1,1
671,DV,12,2,2
671,IPC,498A,3,3
672,PREVENTION_CORRUPTION,13,1,1
673,IPC,506,1,1
674,IPC,380,1,1
674,BNS,303,2,2
674,IPC,392,3,3
675,IT_ACT,67,1,1
675,IT_ACT,66,2,2
676,BNS,318,1,1
677,IPC,506,1,1
677,ARMS,25,2,2
677,ARMS,27,3,3
678,MV,177,1,1
678,MV,185,2,2
679,IPC,379,1,1
679,IPC,395,2,2
679,IPC,380,3,3
680,IT_ACT,66,1,1
680,IT_ACT,67,2,2
680,IT_ACT,66C,3,3
681,POCSO,12,1,1
681,IPC,363,2,2
682,MV,185,1,1
682,MV,177,2,2
683,ARMS,27,1,1
684,PREVENTION_CORRUPTION,13,1,1
685,IPC,302,1,1
686,BNS,109,1,1
686,IPC,302,2,2
687,IPC,304,1,1
687,BNS,103,2,2
688,PREVENTION_CORRUPTION,7,1,1
688,IPC,420,2,2
689,IPC,395,1,1
689,IPC,406,2,2
690,NDPS,21,1,1
690,NDPS,27A,2,2
691,IPC,376,1,1
692,NDPS,8,1,1
692,EXCISE,32,2,2
692,NDPS,20,3,3
693,PREVENTION_CORRUPTION,13,1,1
694,ARMS,25,1,1
694,ARMS,27,2,2
694,IPC,506,3,3
695,IPC,506,1,1
695,ARMS,25,2,2
695,GAMBLING,4,3,3
696,POCSO,6,1,1
697,PREVENTION_CORRUPTION,13,1,1
697,PREVENTION_CORRUPTION,7,2,2
698,DV,12,1,1
699,IPC,395,1,1
699,IPC,380,2,2
700,POCSO,4,1,1
700,POCSO,8,2,2
701,IT_ACT,66,1,1
701,IT_ACT,66C,2,2
701,IT_ACT,67,3,3
702,POCSO,12,1,1
703,MV,177,1,1
703,MV,184,2,2
703,MV,196,3,3
704,PREVENTION_CORRUPTION,13,1,1
704,PREVENTION_CORRUPTION,7,2,2
705,IPC,395,1,1
705,IPC,379,2,2
705,BNS,309,3,3
706,IT_ACT,67,1,1
706,IT_ACT,66C,2,2
706,IT_ACT,66,3,3
707,IPC,304,1,1
707,BNS,103,2,2
707,IPC,324,3,3
708,NDPS,27A,1,1
708,NDPS,20,2,2
709,NDPS,22,1,1
709,NDPS,27A,2,2
709,NDPS,21,3,3
710,BNS,309,1,1
711,PREVENTION_CORRUPTION,13,1,1
711,PREVENTION_CORRUPTION,7,2,2
712,MV,196,1,1
712,MV,184,2,2
713,IT_ACT,66C,1,1
713,IT_ACT,67,2,2
714,NDPS,8,1,1
715,IPC,498A,1,1
715,IPC,354,2,2
716,IT_ACT,66C,1,1
716,IT_ACT,67,2,2
716,IT_ACT,66,3,3
717,MV,177,1,1
717,MV,184,2,2
717,MV,196,3,3
718,PREVENTION_CORRUPTION,7,1,1
719,PREVENTION_CORRUPTION,7,1,1
720,BNS,109,1,1
720,IPC,325,2,2
720,BNS,103,3,3
721,MV,185,1,1
721,MV,196,2,2
722,PREVENTION_CORRUPTION,7,1,1
722,IPC,406,2,2
723,POCSO,12,1,1
724,MV,177,1,1
724,MV,184,2,2
725,MV,196,1,1
726,IPC,376,1,1
727,IPC,420,1,1
727,PREVENTION_CORRUPTION,7,2,2
728,IPC,376,1,1
728,IPC,354,2,2
728,IPC,498A,3,3
729,MV,184,1,1
729,MV,196,2,2
730,PREVENTION_CORRUPTION,7,1,1
731,IPC,380,1,1
732,IPC,304,1,1
732,IPC,325,2,2
732,BNS,103,3,3
733,PREVENTION_CORRUPTION,7,1,1
733,IPC,420,2,2
734,IPC,406,1,1
734,IPC,380,2,2
735,NDPS,20,1,1
735,NDPS,27A,2,2
735,EXCISE,32,3,3
736,IPC,307,1,1
736,IPC,304,2,2
736,IPC,302,3,3
737,POCSO,4,1,1
737,POCSO,8,2,2
738,BNS,103,1,1
738,IPC,324,2,2
739,IPC,506,1,1
740,POCSO,12,1,1
740,POCSO,8,2,2
741,PREVENTION_CORRUPTION,7,1,1
742,IPC,406,1,1
742,IPC,420,2,2
742,IPC,392,3,3
743,IPC,354,1,1
743,IPC,363,2,2
743,DV,12,3,3
744,IT_ACT,66C,1,1
745,IPC,406,1,1
745,IPC,392,2,2
745,BNS,309,3,3
746,IT_ACT,67,1,1
746,IT_ACT,66C,2,2
746,IT_ACT,66,3,3
747,IPC,406,1,1
748,IPC,376,1,1
748,IPC,498A,2,2
749,DV,12,1,1
750,NDPS,20,1,1
751,IT_ACT,67,1,1
751,IT_ACT,66,2,2
752,IPC,380,1,1
753,ARMS,27,1,1
753,ARMS,25,2,2
753,IPC,506,3,3
754,NDPS,22,1,1
754,EXCISE,32,2,2
754,NDPS,21,3,3
755,BNS,318,1,1
755,IPC,406,2,2
755,IPC,395,3,3
756,IPC,325,1,1
757,IPC,498A,1,1
757,DV,12,2,2
758,GAMBLING,4,1,1
758,IPC,506,2,2
758,ARMS,27,3,3
759,BNS,318,1,1
760,IPC,363,1,1
760,POCSO,4,2,2
760,POCSO,12,3,3
761,IPC,498A,1,1
762,IPC,406,1,1
762,PREVENTION_CORRUPTION,7,2,2
762,IPC,420,3,3
763,IPC,395,1,1
763,IPC,420,2,2
763,BNS,309,3,3
764,POCSO,12,1,1
764,IPC,363,2,2
765,IPC,379,1,1
765,BNS,318,2,2
765,IPC,395,3,3
766,BNS,318,1,1
766,IPC,420,2,2
766,BNS,303,3,3
767,ARMS,25,1,1
767,GAMBLING,4,2,2
768,NDPS,21,1,1
768,NDPS,8,2,2
769,IT_ACT,66C,1,1
769,IT_ACT,66,2,2
769,IT_ACT,67,3,3
770,BNS,109,1,1
770,IPC,307,2,2
771,IPC,498A,1,1
771,IPC,376,2,2
772,BNS,109,1,1
772,IPC,325,2,2
772,IPC,307,3,3
773,IPC,376,1,1
773,IPC,354,2,2
773,DV,12,3,3
774,NDPS,22,1,1
774,NDPS,8,2,2
775,NDPS,27A,1,1
775,NDPS,8,2,2
776,IPC,354,1,1
777,NDPS,20,1,1
778,POCSO,8,1,1
778,POCSO,12,2,2
779,IPC,406,1,1
779,IPC,420,2,2
779,PREVENTION_CORRUPTION,7,3,3
780,POCSO,6,1,1
780,POCSO,4,2,2
781,IPC,406,1,1
781,IPC,420,2,2
781,IPC,379,3,3
782,NDPS,8,1,1
783,IPC,304,1,1
783,BNS,103,2,2
784,IPC,420,1,1
785,BNS,303,1,1
786,IPC,354,1,1
786,DV,12,2,2
786,IPC,376,3,3
787,POCSO,4,1,1
787,POCSO,8,2,2
788,IPC,363,1,1
788,IPC,354,2,2
789,IT_ACT,67,1,1
790,IT_ACT,66,1,1
790,IT_ACT,66C,2,2
791,EXCISE,32,1,1
791,NDPS,27A,2,2
792,POCSO,4,1,1
792,POCSO,8,2,2
793,NDPS,27A,1,1
793,NDPS,22,2,2
793,EXCISE,32,3,3
794,PREVENTION_CORRUPTION,7,1,1
795,PREVENTION_CORRUPTION,7,1,1
795,PREVENTION_CORRUPTION,13,2,2
796,EXCISE,32,1,1
796,NDPS,22,2,2
796,NDPS,20,3,3
797,IPC,506,1,1
797,ARMS,27,2,2
798,IPC,363,1,1
798,POCSO,8,2,2
799,ARMS,25,1,1
799,GAMBLING,4,2,2
800,PREVENTION_CORRUPTION,13,1,1
801,MV,184,1,1
801,MV,177,2,2
802,BNS,303,1,1
802,IPC,395,2,2
802,IPC,379,3,3
803,IT_ACT,67,1,1
803,IT_ACT,66,2,2
803,IT_ACT,66C,3,3
804,IPC,380,1,1
805,IPC,406,1,1
805,PREVENTION_CORRUPTION,7,2,2
806,IT_ACT,67,1,1
806,IT_ACT,66C,2,2
807,BNS,318,1,1
807,IPC,380,2,2
808,IPC,406,1,1
809,IPC,376,1,1
809,IPC,363,2,2
810,NDPS,21,1,1
810,NDPS,20,2,2
811,BNS,109,1,1
812,NDPS,20,1,1
812,NDPS,22,2,2
813,PREVENTION_CORRUPTION,7,1,1
814,POCSO,12,1,1
814,POCSO,4,2,2
814,IPC,363,3,3
815,IPC,363,1,1
816,GAMBLING,4,1,1
816,IPC,506,2,2
817,IPC,354,1,1
817,IPC,376,2,2
817,DV,12,3,3
818,GAMBLING,4,1,1
818,IPC,506,2,2
819,PREVENTION_CORRUPTION,7,1,1
819,PREVENTION_CORRUPTION,13,2,2
820,IPC,304,1,1
820,IPC,302,2,2
820,BNS,109,3,3
821,NDPS,27A,1,1
822,IPC,420,1,1
823,IPC,420,1,1
823,IPC,406,2,2
823,PREVENTION_CORRUPTION,7,3,3
824,MV,185,1,1
824,MV,177,2,2
824,MV,196,3,3
825,IPC,395,1,1
825,IPC,379,2,2
826,PREVENTION_CORRUPTION,7,1,1
827,IT_ACT,67,1,1
828,PREVENTION_CORRUPTION,7,1,1
829,PREVENTION_CORRUPTION,7,1,1
830,MV,177,1,1
831,NDPS,27A,1,1
832,IT_ACT,67,1,1
832,IT_ACT,66,2,2
832,IT_ACT,66C,3,3
833,PREVENTION_CORRUPTION,13,1,1
834,BNS,318,1,1
834,BNS,309,2,2
834,IPC,406,3,3
835,IPC,506,1,1
835,ARMS,25,2,2
835,GAMBLING,4,3,3
836,IPC,406,1,1
836,PREVENTION_CORRUPTION,7,2,2
837,MV,184,1,1
837,MV,185,2,2
838,ARMS,27,1,1
838,ARMS,25,2,2
838,GAMBLING,4,3,3
839,NDPS,20,1,1
839,NDPS,8,2,2
839,NDPS,22,3,3
840,DV,12,1,1
840,IPC,376,2,2
841,IPC,324,1,1
842,MV,177,1,1
842,MV,184,2,2
842,MV,185,3,3
843,GAMBLING,4,1,1
843,ARMS,25,2,2
844,BNS,103,1,1
844,BNS,109,2,2
845,IPC,506,1,1
845,ARMS,27,2,2
845,ARMS,25,3,3
846,NDPS,27A,1,1
847,MV,177,1,1
848,IPC,392,1,1
848,BNS,303,2,2
848,IPC,406,3,3
849,IPC,307,1,1
849,BNS,103,2,2
849,BNS,109,3,3
850,POCSO,4,1,1
850,POCSO,8,2,2
851,PREVENTION_CORRUPTION,7,1,1
851,IPC,420,2,2
852,POCSO,4,1,1
853,IPC,406,1,1
853,PREVENTION_CORRUPTION,7,2,2
854,PREVENTION_CORRUPTION,7,1,1
854,PREVENTION_CORRUPTION,13,2,2
855,BNS,103,1,1
855,IPC,304,2,2
855,IPC,324,3,3
856,IPC,324,1,1
856,BNS,103,2,2
857,POCSO,6,1,1
857,POCSO,12,2,2
858,PREVENTION_CORRUPTION,7,1,1
859,PREVENTION_CORRUPTION,7,1,1
860,PREVENTION_CORRUPTION,7,1,1
861,MV,177,1,1
861,MV,184,2,2
862,IPC,354,1,1
863,BNS,318,1,1
864,PREVENTION_CORRUPTION,13,1,1
864,PREVENTION_CORRUPTION,7,2,2
865,ARMS,25,1,1
866,IPC,324,1,1
866,IPC,325,2,2
866,BNS,109,3,3
867,PREVENTION_CORRUPTION,13,1,1
867,PREVENTION_CORRUPTION,7,2,2
868,IPC,506,1,1
868,ARMS,25,2,2
868,GAMBLING,4,3,3
869,IPC,354,1,1
869,IPC,376,2,2
869,DV,12,3,3
870,IPC,420,1,1
871,PREVENTION_CORRUPTION,7,1,1
871,PREVENTION_CORRUPTION,13,2,2
872,IPC,498A,1,1
872,IPC,363,2,2
873,ARMS,25,1,1
873,GAMBLING,4,2,2
873,IPC,506,3,3
874,IPC,420,1,1
874,IPC,406,2,2
874,PREVENTION_CORRUPTION,7,3,3
875,IT_ACT,66,1,1
875,IT_ACT,66C,2,2
876,PREVENTION_CORRUPTION,13,1,1
877,PREVENTION_CORRUPTION,13,1,1
877,PREVENTION_CORRUPTION,7,2,2
878,BNS,318,1,1
878,IPC,395,2,2
878,IPC,406,3,3
879,IPC,376,1,1
879,IPC,498A,2,2
880,IPC,363,1,1
880,IPC,498A,2,2
880,DV,12,3,3
881,MV,177,1,1
882,IPC,395,1,1
882,IPC,379,2,2
882,BNS,318,3,3
883,IPC,406,1,1
883,IPC,420,2,2
883,PREVENTION_CORRUPTION,7,3,3
884,NDPS,21,1,1
884,NDPS,8,2,2
884,NDPS,20,3,3
885,PREVENTION_CORRUPTION,13,1,1
885,PREVENTION_CORRUPTION,7,2,2
886,IPC,363,1,1
886,POCSO,12,2,2
886,POCSO,6,3,3
887,PREVENTION_CORRUPTION,13,1,1
888,IPC,498A,1,1
888,IPC,376,2,2
889,IPC,302,1,1
889,IPC,325,2,2
889,IPC,307,3,3
890,IPC,324,1,1
890,IPC,302,2,2
891,MV,184,1,1
891,MV,185,2,2
892,DV,12,1,1
892,IPC,376,2,2
893,IT_ACT,67,1,1
894,IPC,420,1,1
894,IPC,392,2,2
894,IPC,395,3,3
895,IPC,376,1,1
895,DV,12,2,2
895,IPC,354,3,3
896,PREVENTION_CORRUPTION,7,1,1
896,IPC,420,2,2
896,IPC,406,3,3
897,IPC,302,1,1
897,IPC,307,2,2
897,BNS,109,3,3
898,POCSO,6,1,1
899,PREVENTION_CORRUPTION,13,1,1
900,IT_ACT,66,1,1
901,ARMS,27,1,1
901,GAMBLING,4,2,2
901,ARMS,25,3,3
902,MV,177,1,1
902,MV,184,2,2
903,IPC,307,1,1
903,IPC,324,2,2
904,IPC,420,1,1
905,ARMS,25,1,1
905,IPC,506,2,2
906,PREVENTION_CORRUPTION,7,1,1
907,MV,177,1,1
908,IPC,363,1,1
908,IPC,498A,2,2
909,IPC,406,1,1
909,PREVENTION_CORRUPTION,7,2,2
910,IPC,392,1,1
910,BNS,309,2,2
911,PREVENTION_CORRUPTION,7,1,1
912,IPC,498A,1,1
913,POCSO,8,1,1
913,POCSO,6,2,2
913,POCSO,4,3,3
914,IPC,302,1,1
914,IPC,324,2,2
914,BNS,109,3,3
915,PREVENTION_CORRUPTION,13,1,1
916,NDPS,27A,1,1
916,NDPS,20,2,2
917,IPC,392,1,1
917,BNS,303,2,2
917,BNS,309,3,3
918,BNS,109,1,1
918,IPC,304,2,2
918,IPC,302,3,3
919,ARMS,27,1,1
920,POCSO,6,1,1
920,POCSO,12,2,2
921,IPC,420,1,1
921,IPC,406,2,2
921,PREVENTION_CORRUPTION,7,3,3
922,IPC,363,1,1
922,POCSO,6,2,2
923,NDPS,21,1,1
924,IPC,420,1,1
925,IPC,376,1,1
925,IPC,363,2,2
925,DV,12,3,3
926,IT_ACT,66,1,1
926,IT_ACT,67,2,2
926,IT_ACT,66C,3,3
927,IT_ACT,66,1,1
928,NDPS,21,1,1
928,NDPS,20,2,2
929,PREVENTION_CORRUPTION,7,1,1
930,MV,184,1,1
931,IT_ACT,66,1,1
932,IPC,420,1,1
933,NDPS,8,1,1
933,NDPS,22,2,2
934,IT_ACT,66C,1,1
934,IT_ACT,67,2,2
935,NDPS,20,1,1
936,IPC,354,1,1
936,IPC,363,2,2
937,PREVENTION_CORRUPTION,7,1,1
937,IPC,406,2,2
938,POCSO,12,1,1
939,BNS,309,1,1
940,POCSO,12,1,1
940,POCSO,6,2,2
941,IPC,406,1,1
941,PREVENTION_CORRUPTION,7,2,2
942,IPC,406,1,1
942,IPC,420,2,2
943,PREVENTION_CORRUPTION,7,1,1
943,PREVENTION_CORRUPTION,13,2,2
944,IT_ACT,67,1,1
944,IT_ACT,66C,2,2
945,IPC,420,1,1
946,IPC,395,1,1
946,BNS,309,2,2
946,BNS,303,3,3
947,IT_ACT,67,1,1
948,IPC,379,1,1
949,NDPS,22,1,1
949,NDPS,21,2,2
950,PREVENTION_CORRUPTION,13,1,1
950,PREVENTION_CORRUPTION,7,2,2
951,IT_ACT,66,1,1
951,IT_ACT,66C,2,2
952,IT_ACT,66C,1,1
953,IPC,420,1,1
953,IPC,406,2,2
953,IPC,392,3,3
954,IPC,354,1,1
954,IPC,363,2,2
954,DV,12,3,3
955,IPC,302,1,1
955,IPC,307,2,2
955,BNS,109,3,3
956,IPC,498A,1,1
956,IPC,376,2,2
957,IPC,506,1,1
958,IPC,379,1,1
958,BNS,318,2,2
958,BNS,303,3,3
959,POCSO,4,1,1
960,IT_ACT,66,1,1
961,PREVENTION_CORRUPTION,13,1,1
961,PREVENTION_CORRUPTION,7,2,2
962,POCSO,8,1,1
962,POCSO,6,2,2
962,POCSO,4,3,3
963,POCSO,4,1,1
963,POCSO,6,2,2
964,DV,12,1,1
965,NDPS,22,1,1
966,POCSO,4,1,1
966,POCSO,12,2,2
966,POCSO,8,3,3
967,IPC,307,1,1
967,IPC,324,2,2
968,IPC,506,1,1
969,PREVENTION_CORRUPTION,13,1,1
970,POCSO,8,1,1
970,POCSO,12,2,2
970,POCSO,4,3,3
971,EXCISE,32,1,1
971,NDPS,20,2,2
972,NDPS,20,1,1
972,NDPS,8,2,2
973,BNS,309,1,1
973,IPC,380,2,2
974,IT_ACT,66,1,1
974,IT_ACT,67,2,2
975,IPC,420,1,1
975,IPC,380,2,2
976,IPC,354,1,1
977,IPC,307,1,1
977,IPC,324,2,2
978,IPC,506,1,1
979,IPC,376,1,1
979,IPC,363,2,2
979,IPC,498A,3,3
980,MV,177,1,1
980,MV,185,2,2
980,MV,196,3,3
981,IPC,420,1,1
981,IPC,406,2,2
981,PREVENTION_CORRUPTION,7,3,3
982,PREVENTION_CORRUPTION,13,1,1
982,PREVENTION_CORRUPTION,7,2,2
983,PREVENTION_CORRUPTION,7,1,1
983,PREVENTION_CORRUPTION,13,2,2
984,POCSO,8,1,1
984,IPC,363,2,2
984,POCSO,12,3,3
985,IPC,307,1,1
986,IPC,406,1,1
987,IPC,376,1,1
987,IPC,363,2,2
987,IPC,498A,3,3
988,MV,184,1,1
988,MV,196,2,2
988,MV,185,3,3
989,PREVENTION_CORRUPTION,7,1,1
989,PREVENTION_CORRUPTION,13,2,2
990,BNS,103,1,1
991,IPC,379,1,1
991,BNS,318,2,2
992,MV,185,1,1
992,MV,196,2,2
992,MV,177,3,3
993,PREVENTION_CORRUPTION,7,1,1
993,PREVENTION_CORRUPTION,13,2,2
994,IT_ACT,66C,1,1
994,IT_ACT,67,2,2
994,IT_ACT,66,3,3
995,NDPS,20,1,1
995,EXCISE,32,2,2
996,DV,12,1,1
997,POCSO,8,1,1
998,IPC,380,1,1
998,BNS,309,2,2
998,IPC,420,3,3
999,IPC,302,1,1
999,IPC,325,2,2
1000,MV,184,1,1
1000,MV,185,2,2
1000,MV,177,3,3
1001,IPC,324,1,1
1002,PREVENTION_CORRUPTION,13,1,1
1003,PREVENTION_CORRUPTION,7,1,1
1003,IPC,420,2,2
1003,IPC,406,3,3
1004,NDPS,21,1,1
1004,NDPS,27A,2,2
1004,EXCISE,32,3,3
1005,IPC,354,1,1
1005,IPC,498A,2,2
1005,IPC,376,3,3
1006,ARMS,25,1,1
1006,ARMS,27,2,2
1006,GAMBLING,4,3,3
1007,POCSO,6,1,1
1007,POCSO,4,2,2
1008,IPC,420,1,1
1008,IPC,406,2,2
1009,EXCISE,32,1,1
1009,NDPS,22,2,2
1010,POCSO,12,1,1
1010,POCSO,6,2,2
1010,POCSO,4,3,3
1011,IPC,325,1,1
1011,IPC,324,2,2
1011,BNS,109,3,3
1012,POCSO,8,1,1
1013,IT_ACT,66,1,1
1013,IT_ACT,67,2,2
1014,POCSO,4,1,1
1014,IPC,363,2,2
1014,POCSO,8,3,3
1015,MV,184,1,1
1015,MV,196,2,2
1016,IPC,498A,1,1
1017,IT_ACT,67,1,1
1017,IT_ACT,66,2,2
1018,PREVENTION_CORRUPTION,13,1,1
