ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateID,ArrestSurrenderDistrictID,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
951,667,1,2025-06-27,1,28,193,733,56,1697,true,true
952,668,1,2024-09-13,1,2,15,216,4,1701,true,false
953,668,1,2024-07-14,1,2,15,1161,4,1702,true,false
954,668,2,2024-10-02,1,2,12,993,3,1703,true,false
955,668,2,2024-10-19,1,2,12,161,4,1704,true,false
956,669,2,2024-06-06,1,31,213,374,62,1706,true,false
957,669,1,2024-07-31,1,28,195,1141,61,1708,true,true
958,670,1,2023-04-01,1,14,96,847,28,1710,true,false
959,671,1,2023-11-25,1,14,98,723,28,1712,true,false
960,671,1,2023-10-21,1,14,96,980,27,1713,true,false
961,671,2,2023-06-11,1,14,97,29,27,1714,true,false
962,672,1,2025-05-21,1,30,206,669,60,1715,true,false
963,672,1,2025-07-22,1,30,207,1161,60,1716,true,false
964,672,1,2025-06-12,1,30,211,504,59,1717,true,false
965,673,2,2025-09-01,1,18,124,1079,35,1721,true,false
966,675,1,2023-08-27,1,23,160,1170,45,1725,true,false
967,675,2,2023-09-23,1,23,162,814,45,1726,true,false
968,675,1,2023-09-14,1,23,159,634,45,1727,true,false
969,677,1,2023-06-14,1,8,56,319,16,1733,true,false
970,677,2,2023-06-25,1,8,55,482,16,1734,true,false
971,679,1,2023-10-24,1,9,62,1067,49,1739,true,false
972,679,2,2023-10-10,1,25,175,393,49,1740,true,false
973,679,1,2023-08-29,1,25,176,934,50,1741,true,false
974,679,1,2023-06-26,1,25,173,442,49,1742,true,false
975,681,2,2024-05-30,1,25,173,493,50,1744,true,false
976,681,1,2024-09-18,1,25,171,50,50,1745,true,false
977,682,1,2023-06-02,1,25,174,1063,49,1748,true,false
978,683,1,2025-08-18,1,30,211,137,59,1750,true,false
979,684,2,2025-05-11,1,25,173,774,39,1751,true,false
980,684,2,2025-03-28,1,29,199,143,40,1752,true,false
981,684,2,2025-03-28,1,20,140,206,39,1754,true,false
982,685,2,2026-02-07,1,18,122,895,57,1756,true,false
983,685,1,2026-06-02,1,29,203,635,58,1757,true,false
984,686,2,2025-06-15,1,23,159,242,45,1758,true,false
985,686,1,2025-07-13,1,23,162,402,45,1759,true,false
986,686,1,2025-10-18,1,23,160,964,45,1760,true,false
987,687,1,2026-06-30,1,5,34,359,10,1762,true,false
988,689,1,2026-06-30,1,28,192,624,56,1766,true,false
989,690,1,2023-08-01,1,26,183,482,52,1767,true,false
990,690,1,2023-09-30,1,26,181,1101,52,1769,true,false
991,690,1,2023-08-25,1,26,181,728,52,1770,true,false
992,691,2,2025-11-10,1,5,33,135,10,1771,true,false
993,693,1,2023-08-13,1,23,161,537,46,1777,true,false
994,693,1,2023-06-19,1,23,161,1002,45,1778,true,false
995,694,1,2026-03-14,1,3,21,1009,5,1780,true,false
996,695,1,2025-06-24,1,8,56,1056,15,1782,true,false
997,696,1,2023-09-16,1,23,158,704,46,1783,true,false
998,697,1,2026-05-06,1,5,33,262,9,1785,true,false
999,698,1,2024-07-27,1,9,63,249,18,1789,true,false
1000,699,1,2026-06-30,1,16,109,953,31,1791,true,false
1001,699,2,2026-06-30,1,16,112,1136,31,1792,true,false
1002,700,1,2026-06-30,1,14,96,393,28,1793,true,false
1003,701,1,2026-06-30,1,17,115,647,34,1798,true,false
1004,702,1,2023-05-25,1,30,206,33,59,1799,true,false
1005,702,1,2023-09-04,1,30,210,748,60,1801,true,false
1006,703,2,2025-05-12,1,22,151,648,26,1804,true,false
1007,704,1,2025-08-04,1,28,195,846,56,1809,true,false
1008,706,1,2023-05-01,1,23,161,343,45,1812,true,false
1009,706,1,2023-02-01,1,23,158,1079,46,1813,true,false
1010,707,2,2025-07-11,1,12,83,643,24,1814,true,false
1011,707,1,2025-11-05,1,12,83,829,23,1815,true,false
1012,708,2,2025-10-10,1,16,113,961,32,1817,true,true
1013,708,1,2025-06-29,1,16,108,792,32,1818,true,false
1014,708,1,2025-05-23,1,16,112,15,32,1819,true,false
1015,709,2,2023-01-20,1,25,176,539,50,1820,true,false
1016,709,2,2023-05-16,1,25,172,434,50,1821,true,false
1017,709,1,2023-04-11,1,25,171,1077,50,1822,true,false
1018,711,1,2025-06-08,1,19,131,5,38,1824,true,false
1019,711,1,2025-09-10,1,19,130,8,38,1825,true,false
1020,712,1,2025-08-21,1,4,29,972,8,1828,true,false
1021,712,1,2025-07-18,1,4,26,375,8,1829,true,false
1022,714,1,2025-07-14,1,17,119,451,34,1833,true,false
1023,716,1,2024-10-13,1,5,33,347,10,1835,true,true
1024,716,1,2024-06-20,1,5,32,239,9,1836,true,false
1025,716,1,2024-10-22,1,18,124,726,9,1837,true,false
1026,717,2,2025-08-10,1,27,189,426,54,1840,true,false
1027,719,1,2025-07-21,1,19,129,49,37,1844,true,false
1028,720,1,2026-06-13,1,15,105,1168,29,1846,true,false
1029,720,1,2026-03-21,1,15,105,1035,29,1847,true,false
1030,721,1,2025-07-09,1,27,190,289,53,1848,true,false
1031,721,1,2025-06-29,1,4,25,224,53,1850,true,false
1032,722,2,2023-09-19,1,8,53,194,47,1851,true,false
1033,722,1,2023-08-01,1,14,94,102,47,1852,true,false
1034,723,1,2024-04-13,1,6,42,1148,49,1853,true,false
1035,724,1,2026-06-30,1,9,64,1004,17,1858,true,false
1036,725,1,2026-06-02,1,11,73,830,21,1860,true,false
1037,725,1,2026-02-17,1,11,73,191,21,1861,true,false
1038,726,1,2023-07-05,1,15,104,4,30,1863,true,false
1039,726,1,2023-04-25,1,15,103,420,29,1864,true,false
1040,727,1,2023-06-27,1,22,150,881,43,1865,true,false
1041,727,1,2023-10-10,1,22,154,219,43,1866,true,false
1042,727,1,2023-07-11,1,22,155,757,43,1867,true,false
1043,727,2,2023-09-17,1,22,150,73,44,1868,true,false
1044,728,1,2026-06-30,1,21,143,711,41,1869,true,false
1045,728,1,2026-04-07,1,21,144,1022,41,1870,true,false
1046,728,1,2026-06-30,1,21,143,399,41,1871,true,false
1047,728,1,2026-04-21,1,17,119,952,42,1872,true,false
1048,729,1,2025-06-04,1,8,55,310,15,1873,true,false
1049,730,2,2025-05-01,1,18,122,816,35,1874,true,false
1050,734,1,2024-07-31,1,9,63,947,18,1881,true,false
1051,735,1,2024-04-27,1,31,216,1140,61,1885,true,false
1052,735,1,2024-03-22,1,31,216,598,62,1886,true,false
1053,736,1,2026-03-14,1,1,5,422,2,1888,true,false
1054,737,1,2023-07-04,1,1,8,697,2,1889,true,false
1055,737,1,2023-08-18,1,1,6,652,1,1890,true,false
1056,737,1,2023-05-21,1,1,7,425,1,1891,true,false
1057,738,1,2025-07-09,1,1,8,216,2,1892,true,false
1058,738,1,2025-09-11,1,28,195,529,2,1895,true,false
1059,739,1,2024-05-11,1,29,204,1200,9,1897,true,false
1060,740,1,2024-08-11,1,7,50,1185,14,1898,true,false
1061,741,1,2025-08-25,1,13,89,518,25,1900,true,false
1062,742,1,2026-06-30,1,28,196,1176,56,1902,true,false
1063,742,1,2026-06-30,1,8,52,290,55,1903,true,false
1064,742,1,2026-06-30,1,28,195,551,56,1904,true,false
1065,743,2,2026-06-30,1,28,196,733,56,1905,true,false
1066,743,1,2026-05-15,1,28,192,430,55,1907,true,false
1067,743,2,2026-04-29,1,28,193,728,55,1908,true,false
1068,744,1,2023-09-17,1,30,206,976,60,1909,true,false
1069,744,1,2023-08-20,1,30,210,876,60,1910,true,false
1070,745,2,2023-03-28,1,12,85,1200,24,1911,true,false
1071,745,1,2023-03-23,1,12,85,716,23,1912,true,false
1072,746,1,2024-06-22,1,3,17,458,6,1915,true,false
1073,746,1,2024-04-04,1,3,20,739,6,1916,true,false
1074,747,2,2024-07-11,1,28,193,792,56,1917,true,false
1075,747,1,2024-09-05,1,8,57,755,56,1918,true,false
1076,748,1,2024-04-27,1,14,96,551,27,1920,true,false
1077,748,2,2024-07-02,1,14,95,859,28,1921,true,false
1078,748,1,2024-07-26,1,14,98,93,27,1923,true,false
1079,749,2,2023-10-13,1,17,117,132,34,1925,true,false
1080,750,2,2025-10-06,1,22,154,229,43,1929,true,false
1081,751,1,2024-04-21,1,13,91,692,25,1930,true,false
1082,751,1,2024-07-03,1,13,91,81,25,1932,true,false
1083,752,1,2025-06-29,1,11,75,441,22,1935,true,false
1084,753,1,2024-02-04,1,23,160,511,46,1938,true,false
1085,754,1,2023-04-09,1,18,124,559,35,1940,true,false
1086,755,1,2026-05-15,1,2,15,141,4,1942,true,false
1087,755,1,2026-05-31,1,2,12,15,3,1944,true,false
1088,756,1,2024-02-13,1,3,17,46,5,1945,true,false
1089,756,1,2024-06-22,1,7,47,1156,6,1946,true,false
1090,756,1,2024-06-08,1,3,17,280,6,1947,true,false
1091,757,1,2026-06-30,1,5,35,363,9,1950,true,false
1092,758,1,2025-04-06,1,28,195,485,55,1951,true,false
1093,758,1,2025-06-01,1,28,195,1085,56,1952,true,false
1094,759,1,2026-06-10,1,23,161,122,45,1954,true,false
1095,760,2,2026-05-31,1,6,39,876,12,1955,true,false
1096,761,1,2023-09-05,1,8,55,177,16,1960,true,false
1097,762,1,2024-02-08,1,17,118,466,34,1961,true,false
1098,762,2,2024-07-22,1,9,59,868,33,1962,true,false
1099,763,2,2023-07-04,1,1,3,736,5,1964,true,false
1100,764,2,2023-08-28,1,10,67,480,19,1966,true,false
1101,764,1,2023-08-27,1,10,66,625,19,1967,true,false
1102,764,1,2023-08-21,1,10,67,783,20,1968,true,false
1103,765,2,2026-06-30,1,13,92,750,26,1971,true,false
1104,766,2,2024-04-02,1,26,183,193,59,1973,true,false
1105,767,1,2024-10-06,1,18,124,1175,36,1975,true,false
1106,768,2,2023-02-26,1,22,151,293,44,1976,true,false
1107,769,2,2026-02-06,1,7,49,45,13,1978,true,false
1108,769,1,2026-05-02,1,7,50,977,14,1980,true,false
1109,770,1,2026-06-05,1,20,139,650,40,1981,true,false
1110,770,1,2026-03-03,1,20,139,1094,40,1982,true,false
1111,771,1,2025-02-12,1,8,52,301,16,1983,true,false
1112,771,1,2025-05-08,1,8,57,835,16,1984,true,false
1113,771,1,2025-03-15,1,8,56,1074,16,1985,true,false
1114,774,1,2023-07-03,1,17,115,595,35,1990,true,false
1115,776,1,2025-06-25,1,31,214,9,62,1994,true,false
1116,776,1,2025-03-11,1,31,215,286,61,1995,true,false
1117,777,1,2024-05-09,1,8,57,1062,15,1997,true,false
1118,778,1,2024-08-01,1,3,17,1031,6,2002,true,false
1119,779,2,2024-02-24,1,9,59,70,18,2003,true,false
1120,780,2,2023-06-25,1,24,167,814,47,2004,true,false
1121,780,1,2023-08-19,1,14,98,81,47,2005,true,false
1122,781,1,2024-03-15,1,13,92,181,26,2006,true,false
1123,781,1,2024-04-07,1,13,91,391,25,2007,true,false
1124,782,1,2024-08-06,1,24,165,126,48,2010,true,false
1125,782,1,2024-06-24,1,13,92,839,48,2013,true,false
1126,783,1,2026-04-04,1,30,208,766,60,2014,true,false
1127,783,1,2026-04-18,1,30,208,242,59,2015,true,false
1128,783,1,2026-04-25,1,30,209,6,60,2016,true,false
1129,785,2,2026-06-11,1,1,8,1159,1,2019,true,false
1130,786,1,2025-03-25,1,16,110,351,32,2020,true,false
1131,786,2,2025-05-22,1,16,112,575,32,2021,true,false
1132,786,2,2025-06-15,1,16,110,275,32,2022,true,false
1133,786,1,2025-08-24,1,16,108,669,32,2023,true,false
1134,787,1,2023-04-25,1,11,76,1158,22,2024,true,false
1135,788,1,2024-06-06,1,30,208,338,60,2026,true,false
1136,788,1,2024-05-14,1,30,206,66,59,2027,true,false
1137,790,1,2023-07-10,1,22,152,847,43,2030,true,false
1138,790,2,2023-07-21,1,22,151,134,44,2031,true,false
1139,791,1,2023-10-22,1,15,103,977,29,2032,true,false
1140,791,1,2023-07-26,1,15,103,929,29,2035,true,false
1141,792,1,2026-06-30,1,21,146,302,41,2036,true,false
1142,794,1,2025-07-03,1,25,175,253,50,2040,true,false
1143,795,1,2024-08-07,1,24,167,1035,14,2045,true,false
1144,796,1,2026-06-25,1,2,15,115,4,2046,true,false
1145,796,2,2026-06-06,1,2,10,820,3,2047,true,false
1146,797,1,2025-06-22,1,12,81,1042,23,2048,true,false
1147,797,1,2025-07-29,1,11,75,1035,23,2049,true,false
1148,798,2,2024-04-25,1,6,38,1129,11,2052,true,false
1149,799,2,2025-04-26,1,8,52,625,15,2053,true,false
1150,799,1,2025-04-03,1,8,57,117,16,2054,true,false
1151,800,1,2024-05-15,1,16,113,964,16,2055,true,false
1152,800,1,2024-04-19,1,18,127,442,16,2057,true,false
1153,802,2,2024-09-28,1,4,26,178,8,2060,true,false
1154,802,1,2024-04-08,1,4,26,1049,8,2061,true,false
1155,803,1,2024-08-04,1,18,124,153,36,2062,true,false
1156,803,1,2024-05-17,1,18,126,986,36,2064,true,false
1157,803,2,2024-09-07,1,18,123,789,35,2065,true,false
1158,804,2,2025-01-24,1,1,3,249,61,2066,true,false
1159,805,2,2023-05-23,1,24,168,442,17,2067,true,false
1160,805,1,2023-05-02,1,9,63,1170,18,2068,true,false
1161,806,2,2024-10-16,1,5,32,48,10,2071,true,false
1162,807,1,2025-08-09,1,27,187,749,53,2076,true,false
1163,808,1,2024-10-13,1,8,56,339,16,2078,true,false
1164,808,1,2024-05-29,1,29,202,70,15,2080,true,false
1165,809,1,2023-07-29,1,25,175,192,50,2082,true,false
1166,809,1,2023-06-17,1,25,172,190,50,2084,true,false
1167,810,1,2025-04-15,1,23,157,741,45,2085,true,false
1168,811,2,2023-05-02,1,27,188,1079,21,2087,true,false
1169,811,1,2023-03-21,1,11,78,527,22,2088,true,false
1170,811,1,2023-06-12,1,11,73,360,21,2089,true,false
1171,812,1,2025-04-27,1,22,152,526,44,2090,true,false
1172,812,2,2025-07-04,1,22,151,527,43,2091,true,false
1173,813,1,2023-04-15,1,10,68,550,19,2095,true,false
1174,814,1,2023-06-01,1,25,173,539,50,2099,true,false
1175,815,1,2025-07-05,1,31,218,492,61,2100,true,false
1176,816,2,2024-02-21,1,24,164,692,47,2101,true,false
1177,816,2,2024-03-22,1,24,167,343,48,2102,true,false
1178,817,2,2023-09-15,1,29,202,43,58,2103,true,false
1179,817,1,2023-07-08,1,15,105,744,58,2105,true,false
1180,818,2,2023-09-03,1,28,195,825,56,2106,true,false
1181,818,2,2023-10-21,1,28,192,7,56,2107,true,false
1182,818,1,2023-11-13,1,28,197,539,56,2109,true,false
1183,819,1,2024-08-13,1,11,73,1136,4,2110,true,false
1184,819,1,2024-08-07,1,2,13,963,4,2111,true,false
1185,820,1,2024-06-07,1,21,143,584,41,2114,true,false
1186,820,1,2024-08-18,1,9,61,564,41,2116,true,false
1187,822,1,2023-05-07,1,23,160,1150,46,2119,true,false
1188,822,2,2023-09-03,1,23,157,466,46,2120,true,false
1189,823,1,2023-10-14,1,20,136,763,39,2121,true,false
1190,825,1,2026-01-18,1,27,189,756,53,2126,true,false
1191,826,1,2025-03-25,1,24,169,884,48,2129,true,false
1192,826,2,2025-09-13,1,24,169,1100,47,2130,true,false
1193,827,1,2023-07-10,1,4,29,372,8,2131,true,false
1194,827,1,2023-09-12,1,1,7,375,7,2132,true,false
1195,828,1,2023-08-09,1,27,185,464,54,2134,true,false
1196,830,1,2025-10-17,1,1,5,347,2,2136,true,false
1197,831,1,2024-08-03,1,2,14,270,4,2137,true,false
1198,831,1,2024-12-04,1,2,15,1031,3,2138,true,false
1199,832,1,2023-06-13,1,22,154,728,43,2140,true,false
1200,832,1,2023-06-14,1,22,155,63,44,2141,true,false
1201,833,1,2026-06-30,1,17,118,1192,33,2142,true,false
1202,834,1,2026-06-30,1,8,54,666,16,2144,true,false
1203,835,1,2024-11-01,1,27,185,923,54,2145,true,false
1204,835,1,2024-11-28,1,27,190,218,53,2147,true,false
1205,835,1,2024-11-17,1,27,187,1133,53,2148,true,false
1206,836,1,2025-05-24,1,20,137,1199,39,2150,true,false
1207,837,1,2026-05-12,1,7,50,969,13,2152,true,false
1208,837,1,2026-03-20,1,7,50,980,13,2153,true,false
1209,838,2,2023-08-05,1,21,147,807,4,2155,true,false
1210,839,2,2024-07-23,1,13,92,666,25,2156,true,false
1211,839,1,2024-09-08,1,25,176,721,26,2157,true,false
1212,840,2,2026-04-05,1,27,188,830,54,2161,true,false
1213,840,1,2026-06-25,1,27,186,149,54,2162,true,false
1214,843,1,2023-10-31,1,3,18,1151,6,2166,true,false
1215,843,1,2023-09-18,1,19,130,786,6,2167,true,false
1216,845,1,2023-07-18,1,3,20,223,5,2171,true,false
1217,845,1,2023-08-20,1,3,20,415,6,2172,true,false
1218,845,1,2023-11-09,1,3,17,981,5,2173,true,false
1219,846,1,2026-03-01,1,4,27,236,8,2174,true,false
1220,847,1,2026-06-30,1,12,85,310,24,2177,true,false
1221,848,1,2025-04-28,1,31,217,196,62,2178,true,false
1222,849,1,2025-09-23,1,2,15,232,4,2180,true,false
1223,851,2,2026-04-21,1,19,132,598,38,2183,true,false
1224,851,2,2026-01-21,1,15,101,1153,37,2184,true,false
1225,851,1,2026-06-17,1,13,91,1148,37,2185,true,false
1226,852,1,2025-08-12,1,17,117,67,34,2187,true,false
1227,853,1,2024-07-15,1,20,141,965,40,2188,true,false
1228,854,1,2024-09-27,1,23,157,743,45,2190,true,false
1229,854,2,2024-09-06,1,10,70,475,46,2191,true,false
1230,854,1,2024-09-10,1,23,160,1042,45,2192,true,false
1231,855,1,2024-05-23,1,17,120,314,34,2193,true,false
1232,856,1,2026-05-04,1,16,108,1142,32,2195,true,false
1233,856,2,2026-02-07,1,16,111,199,31,2196,true,false
1234,857,1,2023-08-17,1,16,112,975,31,2198,true,false
1235,858,1,2023-08-31,1,7,47,683,14,2201,true,false
1236,858,1,2023-07-13,1,7,48,339,13,2202,true,false
1237,859,2,2026-04-23,1,17,118,743,34,2203,true,false
1238,860,1,2025-04-28,1,30,206,1175,60,2204,true,true
1239,861,1,2026-03-29,1,15,102,181,30,2207,true,false
1240,862,1,2024-08-18,1,5,34,1062,10,2208,true,false
1241,865,1,2025-07-07,1,10,71,1167,20,2214,true,false
1242,865,1,2025-10-16,1,10,66,901,19,2215,true,false
1243,866,2,2023-06-14,1,4,27,319,38,2219,true,false
1244,867,1,2023-09-15,1,21,143,41,42,2222,true,false
1245,867,1,2023-11-04,1,21,143,935,41,2223,true,false
1246,868,1,2026-06-05,1,30,210,584,60,2226,true,false
1247,868,1,2026-04-05,1,30,209,275,60,2227,true,false
1248,869,2,2024-07-26,1,17,117,1119,33,2228,true,false
1249,869,1,2024-07-30,1,17,118,337,33,2229,true,false
1250,870,1,2024-03-25,1,3,21,1101,5,2230,true,false
1251,870,1,2024-07-17,1,3,19,971,6,2231,true,false
1252,871,1,2023-05-21,1,15,101,112,30,2233,true,false
1253,872,1,2026-06-10,1,2,13,67,4,2234,true,false
1254,872,1,2026-06-30,1,2,14,878,3,2237,true,false
1255,873,1,2023-09-13,1,18,123,452,35,2238,true,false
1256,874,1,2025-07-19,1,1,6,978,16,2239,true,true
1257,875,1,2025-08-01,1,21,145,103,42,2242,true,false
1258,876,1,2026-06-08,1,1,6,1148,56,2243,true,false
1259,877,1,2025-10-07,1,25,171,236,49,2245,true,false
1260,879,1,2025-05-11,1,27,189,959,53,2249,true,false
1261,880,1,2026-06-30,1,6,40,337,29,2251,true,false
1262,880,1,2026-06-30,1,15,102,1022,29,2252,true,false
1263,881,1,2023-07-20,1,3,19,476,5,2255,true,false
1264,881,1,2023-05-20,1,27,186,712,5,2256,true,false
1265,882,1,2026-06-30,1,25,172,417,50,2260,true,true
1266,882,1,2026-06-30,1,25,175,855,49,2261,true,false
1267,883,1,2023-04-01,1,17,116,1094,33,2262,true,false
1268,883,2,2023-02-26,1,30,207,757,34,2263,true,false
1269,883,2,2023-06-06,1,17,119,45,34,2264,true,false
1270,883,1,2023-06-14,1,17,115,639,33,2265,true,false
1271,885,1,2025-04-13,1,18,124,744,36,2269,true,false
1272,885,2,2025-08-14,1,18,123,1074,35,2271,true,false
1273,885,1,2025-08-17,1,28,192,936,36,2272,true,false
1274,886,1,2026-02-03,1,9,63,336,17,2273,true,false
1275,886,1,2026-02-13,1,9,60,472,18,2274,true,false
1276,886,1,2026-01-13,1,9,63,420,18,2275,true,false
1277,887,1,2023-08-11,1,22,152,67,43,2277,true,false
1278,887,1,2023-04-06,1,22,150,482,43,2278,true,false
1279,887,2,2023-03-17,1,22,154,518,44,2279,true,false
1280,887,1,2023-03-17,1,22,155,535,44,2280,true,false
1281,891,1,2023-05-30,1,15,102,644,30,2288,true,true
1282,892,1,2026-04-24,1,29,199,584,57,2289,true,false
1283,894,1,2026-06-30,1,5,35,934,9,2291,true,true
1284,894,1,2026-06-30,1,5,33,967,9,2292,true,false
1285,894,2,2026-03-31,1,1,8,1039,10,2293,true,false
1286,894,1,2026-06-28,1,11,76,173,10,2294,true,false
1287,895,2,2025-08-14,1,7,48,935,13,2295,true,false
1288,896,2,2023-04-18,1,27,188,725,53,2296,true,false
1289,896,1,2023-02-13,1,27,190,143,53,2297,true,false
1290,896,2,2023-06-15,1,22,155,1181,54,2298,true,false
1291,898,1,2023-08-07,1,14,99,1109,28,2300,true,false
1292,899,1,2026-06-14,1,1,4,881,1,2303,true,false
1293,899,1,2026-05-08,1,1,3,946,2,2305,true,false
1294,900,2,2026-06-20,1,7,49,511,14,2306,true,false
1295,900,1,2026-06-30,1,7,45,531,13,2307,true,false
1296,901,1,2024-09-25,1,10,66,972,19,2309,true,false
1297,901,1,2024-11-15,1,10,71,971,20,2311,true,false
1298,902,1,2025-07-09,1,2,12,947,3,2312,true,false
1299,903,1,2024-05-26,1,29,199,42,57,2313,true,false
1300,904,1,2025-04-02,1,23,157,1063,46,2314,true,false
1301,904,1,2025-05-14,1,23,160,117,45,2316,true,false
1302,904,1,2025-08-15,1,2,11,464,46,2317,true,false
1303,905,1,2025-04-22,1,1,7,1059,13,2318,true,false
1304,906,1,2024-06-08,1,23,162,75,45,2319,true,false
1305,908,2,2024-10-13,1,25,174,559,62,2322,true,false
1306,909,1,2024-04-07,1,28,193,40,55,2323,true,false
1307,909,2,2024-07-14,1,28,194,554,56,2325,true,false
1308,910,1,2026-06-30,1,13,90,25,26,2326,true,false
1309,910,1,2026-05-04,1,13,89,929,26,2327,true,false
1310,910,1,2026-05-23,1,13,90,723,25,2328,true,false
1311,912,1,2025-08-16,1,30,208,545,59,2332,true,false
1312,913,1,2025-04-01,1,7,47,343,13,2333,true,false
1313,913,1,2025-06-29,1,7,50,252,14,2334,true,false
1314,914,1,2023-05-26,1,19,134,890,35,2335,true,false
1315,915,1,2023-05-23,1,12,85,1136,23,2336,true,false
1316,916,1,2025-06-27,1,7,49,634,13,2338,true,false
1317,918,1,2024-06-21,1,16,110,673,32,2344,true,false
1318,918,1,2024-07-06,1,16,109,248,32,2345,true,false
1319,919,1,2024-03-30,1,15,105,736,30,2347,true,false
1320,920,1,2025-07-17,1,24,164,218,6,2350,true,false
1321,923,2,2023-07-23,1,8,54,768,15,2359,true,false
1322,924,1,2023-06-02,1,18,125,783,55,2360,true,false
1323,925,1,2026-05-21,1,3,18,714,17,2362,true,false
1324,926,2,2023-06-28,1,18,126,626,36,2363,true,false
1325,926,2,2023-03-30,1,18,123,1155,35,2364,true,false
1326,927,1,2025-06-15,1,6,40,269,11,2367,true,false
1327,928,1,2024-04-24,1,4,27,63,7,2370,true,false
1328,929,1,2026-06-30,1,15,106,282,30,2371,true,false
1329,929,1,2026-06-30,1,15,105,137,30,2373,true,false
1330,930,1,2024-05-03,1,19,132,830,38,2375,true,false
1331,930,1,2024-04-17,1,19,132,35,37,2376,true,false
1332,930,1,2024-04-25,1,19,131,756,38,2377,true,false
1333,931,2,2023-04-25,1,16,109,398,32,2378,true,false
1334,932,1,2025-05-05,1,18,125,1121,36,2382,true,false
1335,932,1,2025-06-08,1,7,47,1008,35,2384,true,false
1336,932,2,2025-07-22,1,18,124,437,36,2385,true,false
1337,933,1,2025-05-05,1,6,41,683,12,2386,true,false
1338,933,2,2025-03-13,1,6,40,884,12,2387,true,false
1339,935,1,2024-11-24,1,13,88,718,25,2389,true,true
1340,936,1,2023-08-06,1,30,211,243,60,2392,true,false
1341,938,2,2024-07-14,1,14,94,782,27,2396,true,false
1342,939,1,2023-09-28,1,22,154,721,44,2397,true,false
1343,941,1,2025-07-31,1,10,66,218,20,2400,true,false
1344,942,1,2024-06-04,1,19,132,137,38,2403,true,false
1345,942,1,2024-06-27,1,19,133,794,38,2404,true,false
1346,943,1,2026-06-30,1,2,13,473,3,2406,true,false
1347,944,1,2025-06-06,1,19,130,559,24,2407,true,false
1348,944,2,2025-07-13,1,12,80,678,24,2408,true,false
1349,945,1,2026-02-27,1,9,59,635,17,2409,true,false
1350,945,1,2026-01-20,1,9,60,118,18,2411,true,false
1351,946,1,2026-06-30,1,6,38,801,12,2412,true,false
1352,946,1,2026-06-26,1,6,40,929,12,2415,true,false
1353,947,1,2023-10-26,1,21,146,32,42,2417,true,false
1354,948,2,2023-06-23,1,28,194,737,55,2421,true,false
1355,948,1,2023-10-24,1,28,197,763,55,2422,true,false
1356,950,1,2025-05-27,1,4,25,828,8,2427,true,false
1357,951,1,2023-11-14,1,3,21,130,6,2430,true,false
1358,952,1,2023-05-13,1,20,140,964,40,2431,true,false
1359,952,1,2023-08-10,1,20,141,159,39,2433,true,false
1360,953,1,2023-06-12,1,5,31,706,9,2434,true,false
1361,953,1,2023-08-26,1,5,32,310,9,2435,true,false
1362,953,1,2023-08-18,1,5,35,392,10,2436,true,false
1363,953,2,2023-08-12,1,5,31,905,10,2437,true,false
1364,954,1,2024-05-31,1,5,33,745,10,2439,true,false
1365,955,1,2026-06-17,1,1,3,63,2,2441,true,false
1366,956,1,2024-04-02,1,31,215,125,61,2443,true,false
1367,956,1,2024-09-11,1,31,214,1150,62,2444,true,false
1368,957,1,2025-09-11,1,28,196,748,55,2445,true,false
1369,959,1,2023-05-10,1,14,98,571,54,2449,true,false
1370,960,1,2024-12-17,1,29,200,436,58,2451,true,false
1371,960,1,2024-07-03,1,29,201,934,57,2453,true,false
1372,960,2,2024-10-31,1,29,201,293,57,2454,true,false
1373,964,1,2026-05-13,1,27,189,980,56,2458,true,true
1374,964,1,2026-06-30,1,28,193,837,55,2460,true,false
1375,965,1,2026-03-03,1,1,8,971,4,2463,true,false
1376,966,1,2026-06-17,1,17,117,537,33,2464,true,false
1377,967,2,2025-07-05,1,10,67,353,20,2465,true,false
1378,967,2,2025-08-25,1,10,68,1054,19,2466,true,false
1379,967,2,2025-09-20,1,10,68,387,19,2468,true,false
1380,968,1,2026-06-30,1,19,129,81,37,2469,true,false
1381,968,2,2026-06-24,1,19,131,395,37,2470,true,false
1382,968,1,2026-06-30,1,19,133,420,38,2471,true,false
1383,969,1,2026-05-11,1,17,116,960,34,2473,true,false
1384,969,1,2026-03-07,1,17,116,75,34,2475,true,false
1385,970,1,2023-05-28,1,1,6,1158,2,2477,true,false
1386,970,2,2023-05-14,1,1,6,1094,2,2478,true,false
1387,971,1,2023-04-16,1,1,4,396,1,2480,true,true
1388,971,1,2023-07-05,1,1,8,737,2,2482,true,false
1389,972,1,2025-03-22,1,16,111,1042,32,2484,true,false
1390,972,1,2025-01-06,1,16,113,1015,31,2487,true,false
1391,973,1,2023-05-07,1,20,141,692,40,2490,true,false
1392,974,1,2026-05-23,1,4,27,1110,7,2491,true,false
1393,976,2,2025-07-26,1,27,186,561,53,2496,true,false
1394,976,1,2025-08-11,1,27,187,684,54,2497,true,false
1395,978,1,2024-03-31,1,25,176,216,49,2502,true,false
1396,979,2,2024-07-25,1,5,33,890,10,2503,true,false
1397,979,2,2024-07-23,1,9,59,963,9,2504,true,false
